name,quantity,price
iPod_nano4_ChargingModule,20,29
Chromebook_Pixel2_Keyboard,10,34
Mac_MBA11-14_Sensors,5,65
Lenovo_T510_Sensors,19,8
Nexus_5_ChargingModule,17,86
iPad_Pro_Battery,1,85
Mac_MB15_WiredNetwork,9,53
iPod_5_Camera,9,40
Mac_MB15_Screen,2,21
iPod_nano6_GeneralButtons,16,67
iPhone_5s_CellularModule,11,40
Mac_MBPR13-14_Sensors,15,19
Mac_MBP13-12_WiredNetwork,1,59
iPod_nano2_Screen,8,99
Lenovo_T340_AmbientLightSensor,9,72
iPhone_6+_Camera,11,56
Mac_MB15_Sensors,5,28
Mac_MBA11-13_Sensors,2,14
Lenovo_T330_LogicBoard,3,95
iPhone_6s_Camera,11,36
iPhone_6s_Storage,8,41
Mac_2014_Touchpad,20,86
iPad_3_AmbientLightSensor,3,20
iPhone_6+_Screen,3,8
iPad_Pro2_ChargingModule,7,61
Nexus_5X_ChargingModule,19,24
iPod_classic_Camera,19,58
Mac_2010_Keyboard,9,82
iPod_nano2_Storage,1,43
Nexus_4_Battery,19,75
Nexus_5_LogicBoard,2,59
Mac_Mini2012_Storage,7,81
iPod_nano4_Storage,19,39
iPhone_4s_ChargingModule,17,65
iPhone_5s_ChargingModule,20,1
iPhone_6s_Screen,9,48
Mac_Pro2015_Keyboard,14,58
Lenovo_T420_Screen,18,41
iPod_nano4_LogicBoard,13,46
Mac_MBA11-13_Camera,14,90
Lenovo_T310_ChargingModule,16,31
Mac_MBA13-14_Screen,11,38
Mac_Mini2015_GeneralButtons,18,48
iPod_nano3_LogicBoard,2,28
Mac_MBP13-12_AmbientLightSensor,7,73
Mac_MBRP15-13_Network,9,95
Mac_MBA11-15_AmbientLightSensor,6,49
Mac_Mini2012_Camera,11,49
Mac_MBA11-15_Sensors,10,19
Lenovo_T430_Sensors,14,62
Mac_MBA13-14_Camera,14,45
iPod_nano4_Network,18,69
Nexus_4_Storage,19,54
Mac_2014_Sensors,20,19
Lenovo_T430_ChargingModule,1,59
Lenovo_T600_LogicBoard,2,89
Lenovo_T420_Keyboard,4,58
Mac_2011_Touchpad,19,57
iPod_nano5_Network,10,7
Lenovo_T1250_Storage,20,30
Lenovo_Yoga2Elyis1_GeneralButtons,5,58
Lenovo_T420_Sensors,7,45
iPad_Air_Screen,13,34
iPhone_4_Camera,5,47
iPhone_4_Battery,11,98
Mac_2014_WiredNetwork,10,99
iPod_nano4_AmbientLightSensor,13,28
Lenovo_T340_Network,19,9
Mac_Mini2015_WiredNetwork,9,28
Mac_2012_Screen,10,10
iPod_4_Battery,7,70
Mac_MBA13-13_Network,6,52
Lenovo_T350_GeneralButtons,7,37
Mac_MBPR13-14_GeneralButtons,8,40
Lenovo_T420_Network,18,98
Nexus_3_Battery,5,85
Mac_MBA11-14_Network,8,70
Mac_Mini2015_ChargingModule,13,79
iPod_nano_Network,5,9
Lenovo_T450_Touchpad,11,50
iPhone_4s_Storage,20,11
iPad_Pro2_Storage,9,87
iPad_Air_GeneralButtons,12,55
Mac_MBRP13-15_Camera,3,47
Lenovo_T410_Keyboard,12,77
Mac_MBRP13-13_GeneralButtons,4,1
Lenovo_T450_Camera,6,6
Mac_MBP15-12_Keyboard,13,38
Mac_MBA13-13_Camera,4,84
Mac_MBPR15-14_Touchpad,7,27
iPod_nano4_Camera,2,77
Mac_MBA13-13_Sensors,3,54
iPad_Mini2_ChargingModule,17,32
iPod_3_Sensors,11,42
Mac_MBA13-13_Keyboard,15,68
iPod_4_Sensors,3,89
Mac_Pro2013_Storage,4,59
Lenovo_T420_WiredNetwork,12,94
Mac_Pro2015_Storage,1,73
Lenovo_T440_Keyboard,19,63
Mac_MBRP13-15_Storage,6,46
Lenovo_T1260_AmbientLightSensor,13,96
Mac_2013_Battery,15,24
Lenovo_T340_GeneralButtons,6,63
iPad_Mini3_Battery,16,70
iPod_nano3_Battery,3,50
Nexus_5X_Network,9,23
Mac_MBA13-13_Sensors,4,93
iPad_2_Screen,19,96
Lenovo_T1250_LogicBoard,8,52
iPad_2_Sensors,15,47
iPad_4_Sensors,18,33
iPod_classic_Storage,7,51
iPod_4_GeneralButtons,4,73
Mac_MBA11-15_LogicBoard,19,83
Lenovo_T440_Battery,8,25
Mac_MB15_Touchpad,2,65
Mac_MBA13-13_Keyboard,9,28
Mac_MBP13-12_Screen,6,20
Lenovo_T510_Touchpad,3,40
iPhone_4s_GeneralButtons,2,72
Mac_MBA13-13_Network,13,54
Mac_2013_Network,9,29
Mac_2014_AmbientLightSensor,19,27
Mac_MBPR15-14_Battery,15,47
Nexus_4_ChargingModule,17,97
iPad_Air_Network,9,23
Mac_2012_Keyboard,3,89
Mac_2010_Camera,15,6
Mac_Mini2011_Touchpad,12,43
Lenovo_T500_Network,10,2
Lenovo_T430_LogicBoard,17,64
Lenovo_T350_Camera,1,1
iPad_4_AmbientLightSensor,10,1
Lenovo_T600_GeneralButtons,16,33
Chromebook_Pixel_AmbientLightSensor,11,13
Mac_Pro2011_Storage,12,16
Lenovo_Elyis2_Camera,9,73
Mac_Mini2012_LogicBoard,13,69
iPhone_5s_Screen,19,78
Lenovo_T330_Storage,16,6
iPad_Mini2_Network,3,94
iPhone_5s_AmbientLightSensor,8,77
Mac_MBRP15-13_Sensors,4,69
Mac_2015_Sensors,3,68
Mac_MBRP13-13_Touchpad,18,58
Mac_Pro2013_LogicBoard,11,61
Lenovo_Yoga2Elyis1_Keyboard,17,2
iPhone_5s_Network,9,43
Mac_MBPR15-14_Storage,2,28
Lenovo_T310_Battery,12,40
Lenovo_T430_Storage,20,98
iPhone_5c_Network,12,18
iPhone_6s+_LogicBoard,1,87
Chromebook_Pixel_Keyboard,2,8
Lenovo_T340_Storage,13,98
Lenovo_T610_WiredNetwork,5,0
Lenovo_T510_Network,15,91
iPad_Pro_Network,13,5
Mac_Mini2011_Screen,10,16
iPhone_6+_CellularModule,7,52
iPod_nano_ChargingModule,16,13
Nexus_5_AmbientLightSensor,8,34
iPad_Mini3_LogicBoard,12,2
Lenovo_T330_AmbientLightSensor,10,89
Mac_MBPR13-14_Storage,17,36
iPhone_5_Screen,1,49
Lenovo_T510_GeneralButtons,1,50
iPad_Air_Camera,6,67
iPhone_5c_CellularModule,1,42
Mac_MBA13-13_WiredNetwork,12,40
Mac_Pro2011_AmbientLightSensor,2,47
Mac_MBRP13-13_Camera,11,14
Mac_2012_AmbientLightSensor,9,81
Mac_Mini2011_ChargingModule,12,27
iPod_nano3_Network,9,27
iPod_classic_GeneralButtons,12,45
Mac_Mini2015_Network,14,75
iPad_Air_LogicBoard,20,63
Mac_Pro2013_Network,6,20
iPhone_6s_CellularModule,13,2
iPad_4_Battery,19,21
iPhone_4s_LogicBoard,18,25
Lenovo_T350_Storage,18,85
Mac_2010_ChargingModule,7,84
iPad_Mini2_Battery,2,3
Lenovo_T310_Camera,15,35
Lenovo_T440_WiredNetwork,2,24
Mac_Pro2011_ChargingModule,17,30
iPhone_4s_Network,14,67
iPad_3_Camera,10,65
Nexus_5X_Screen,8,75
Mac_MBA13-14_AmbientLightSensor,6,54
Lenovo_T510_Camera,8,52
Chromebook_Pixel_Battery,9,27
Mac_MBA11-14_ChargingModule,13,9
Mac_MBA13-13_Camera,13,52
Mac_2015_ChargingModule,2,87
iPhone_5_LogicBoard,4,24
Lenovo_T310_Network,13,90
Mac_2012_WiredNetwork,8,69
Mac_Mini2012_GeneralButtons,11,96
Lenovo_T610_Screen,15,64
Mac_MBA11-15_GeneralButtons,12,69
Mac_MB15_ChargingModule,18,42
Mac_Pro2015_Touchpad,15,91
Mac_2013_Keyboard,1,74
iPhone_4_AmbientLightSensor,14,89
Lenovo_T320_Screen,18,25
Lenovo_T430_Screen,4,84
Lenovo_T410_Screen,9,11
iPhone_6s+_Screen,14,22
Nexus_3_AmbientLightSensor,11,83
Mac_2011_Screen,15,94
iPod_nano2_LogicBoard,2,86
Lenovo_Yoga2Elyis1_Sensors,12,33
iPad_2_Network,2,33
Mac_MBA13-13_Touchpad,14,66
Nexus_3_CellularModule,15,60
Mac_Mini2011_Storage,15,3
Lenovo_T410_Camera,18,50
Lenovo_T340_Camera,7,50
iPad_Mini2_Screen,1,46
Lenovo_Yoga_Keyboard,14,97
iPad_Mini2_Storage,19,14
Mac_MBRP15-13_WiredNetwork,1,34
Lenovo_T610_GeneralButtons,1,65
Lenovo_T1260_WiredNetwork,4,15
iPhone_5s_GeneralButtons,6,6
Lenovo_T440_Sensors,17,27
iPod_nano_GeneralButtons,7,80
Lenovo_T500_Sensors,18,29
Lenovo_T330_ChargingModule,9,8
iPod_4_Screen,10,43
Mac_2013_GeneralButtons,14,25
Mac_Mini2012_AmbientLightSensor,16,97
Nexus_5_Network,12,31
Lenovo_T340_Battery,5,49
iPad_Pro_GeneralButtons,15,79
iPod_4_Camera,19,84
Mac_Mini2011_LogicBoard,5,99
iPad_4_Storage,16,14
iPhone_4s_Camera,15,79
Mac_2015_Touchpad,15,38
Lenovo_T450_Network,2,67
iPod_nano5_Storage,1,46
Lenovo_T340_Touchpad,7,65
Mac_Mini2015_Sensors,16,74
iPad_Mini4_Screen,7,80
Lenovo_Elyis2_Touchpad,14,93
iPhone_6+_LogicBoard,16,94
iPod_nano3_GeneralButtons,18,94
Lenovo_T600_WiredNetwork,1,72
Lenovo_T320_WiredNetwork,15,64
Lenovo_T1260_GeneralButtons,8,65
iPod_3_Storage,13,88
iPad_2_GeneralButtons,5,61
Mac_MBRP15-13_Storage,15,8
Mac_MBA11-13_Screen,19,39
Mac_MBA11-14_Screen,19,31
Mac_Mini2011_Camera,16,87
iPod_nano3_Camera,16,1
Mac_MBA11-14_Keyboard,7,13
Lenovo_T530_Sensors,4,41
iPod_5_Screen,19,98
Mac_2011_Keyboard,16,49
iPhone_5c_ChargingModule,17,70
iPad_3_Sensors,8,32
Mac_MBRP13-13_Keyboard,6,33
iPod_nano3_Sensors,10,1
Lenovo_T1250_Camera,4,57
iPad_Air2_AmbientLightSensor,4,26
iPhone_6_CellularModule,3,70
Mac_2012_Storage,17,45
iPad_Mini4_Network,2,78
Lenovo_T410_Storage,16,45
iPhone_4_CellularModule,14,33
Chromebook_Pixel_ChargingModule,6,64
