dt_id,dm_id,inv_id,descr,open_date
1,6,856,sample description sorry,243
2,3,379,sample description sorry,75
5,2,942,sample description sorry,674
2,6,245,sample description sorry,42
6,1,348,sample description sorry,60
7,3,288,sample description sorry,129
11,6,653,sample description sorry,137
3,4,51,sample description sorry,367
6,4,432,sample description sorry,312
11,1,591,sample description sorry,113
5,2,902,sample description sorry,151
7,4,572,sample description sorry,513
6,3,579,sample description sorry,284
11,1,42,sample description sorry,292
7,7,23,sample description sorry,119
8,1,991,sample description sorry,587
9,1,845,sample description sorry,339
4,6,651,sample description sorry,189
1,3,502,sample description sorry,420
10,3,905,sample description sorry,152
6,6,373,sample description sorry,238
7,4,894,sample description sorry,574
11,6,154,sample description sorry,402
1,3,685,sample description sorry,219
6,2,114,sample description sorry,3
2,1,150,sample description sorry,590
10,7,281,sample description sorry,348
7,6,205,sample description sorry,462
2,5,785,sample description sorry,533
10,1,866,sample description sorry,63
10,7,549,sample description sorry,425
3,3,990,sample description sorry,483
2,7,395,sample description sorry,25
8,3,38,sample description sorry,319
10,4,255,sample description sorry,248
8,2,160,sample description sorry,554
9,5,421,sample description sorry,14
9,7,286,sample description sorry,504
1,7,962,sample description sorry,160
2,6,344,sample description sorry,533
3,2,290,sample description sorry,449
4,2,621,sample description sorry,413
5,6,614,sample description sorry,193
4,7,288,sample description sorry,384
3,5,873,sample description sorry,240
1,5,596,sample description sorry,300
11,3,204,sample description sorry,380
5,3,598,sample description sorry,587
3,3,567,sample description sorry,677
4,4,316,sample description sorry,600
4,5,104,sample description sorry,46
10,6,176,sample description sorry,472
11,7,647,sample description sorry,633
4,6,184,sample description sorry,203
4,6,704,sample description sorry,560
3,4,522,sample description sorry,213
1,6,447,sample description sorry,49
9,5,293,sample description sorry,254
10,6,799,sample description sorry,541
2,2,51,sample description sorry,31
1,6,377,sample description sorry,57
10,2,201,sample description sorry,6
11,5,259,sample description sorry,625
5,6,450,sample description sorry,581
7,2,378,sample description sorry,141
10,3,139,sample description sorry,657
1,3,737,sample description sorry,469
11,2,661,sample description sorry,146
2,2,966,sample description sorry,464
9,3,317,sample description sorry,512
8,5,274,sample description sorry,643
5,7,1013,sample description sorry,545
2,2,43,sample description sorry,124
6,6,380,sample description sorry,521
6,7,199,sample description sorry,474
6,5,597,sample description sorry,427
11,5,789,sample description sorry,157
9,1,409,sample description sorry,397
4,1,32,sample description sorry,327
7,5,482,sample description sorry,679
5,7,650,sample description sorry,289
6,6,592,sample description sorry,567
4,2,898,sample description sorry,652
7,1,107,sample description sorry,299
4,2,899,sample description sorry,677
4,3,21,sample description sorry,296
10,2,635,sample description sorry,468
6,2,330,sample description sorry,680
4,7,176,sample description sorry,378
2,1,400,sample description sorry,301
4,5,504,sample description sorry,659
1,2,660,sample description sorry,561
3,2,534,sample description sorry,355
5,1,766,sample description sorry,260
4,7,228,sample description sorry,304
1,4,881,sample description sorry,569
6,6,401,sample description sorry,659
6,7,762,sample description sorry,466
1,3,804,sample description sorry,550
2,4,303,sample description sorry,77
2,7,124,sample description sorry,429
2,5,857,sample description sorry,537
8,2,44,sample description sorry,105
10,7,263,sample description sorry,335
5,4,434,sample description sorry,98
2,2,200,sample description sorry,496
3,6,458,sample description sorry,227
4,7,160,sample description sorry,148
7,4,430,sample description sorry,288
3,5,788,sample description sorry,343
11,2,768,sample description sorry,53
2,6,760,sample description sorry,235
8,4,246,sample description sorry,609
5,6,947,sample description sorry,411
8,7,565,sample description sorry,605
4,3,425,sample description sorry,322
11,3,444,sample description sorry,507
10,2,857,sample description sorry,676
11,4,727,sample description sorry,236
7,3,745,sample description sorry,66
7,5,436,sample description sorry,570
10,6,224,sample description sorry,413
4,5,96,sample description sorry,488
10,7,1010,sample description sorry,317
11,3,585,sample description sorry,163
8,4,802,sample description sorry,49
7,7,359,sample description sorry,436
11,3,913,sample description sorry,666
3,4,467,sample description sorry,678
6,7,137,sample description sorry,664
7,3,889,sample description sorry,400
9,4,175,sample description sorry,353
2,5,944,sample description sorry,35
7,3,890,sample description sorry,701
1,2,819,sample description sorry,589
5,3,436,sample description sorry,62
2,3,420,sample description sorry,614
5,2,979,sample description sorry,262
5,3,414,sample description sorry,230
2,6,98,sample description sorry,124
8,1,628,sample description sorry,109
4,3,722,sample description sorry,608
9,4,172,sample description sorry,310
4,6,68,sample description sorry,312
9,7,63,sample description sorry,148
9,4,450,sample description sorry,8
10,2,641,sample description sorry,685
9,6,256,sample description sorry,181
10,5,603,sample description sorry,216
9,4,273,sample description sorry,251
6,7,47,sample description sorry,466
3,2,444,sample description sorry,123
11,5,339,sample description sorry,688
2,4,775,sample description sorry,271
5,1,870,sample description sorry,629
7,7,452,sample description sorry,157
3,3,936,sample description sorry,458
4,1,672,sample description sorry,160
6,4,511,sample description sorry,225
6,5,334,sample description sorry,161
11,3,883,sample description sorry,515
6,5,978,sample description sorry,292
1,4,634,sample description sorry,643
9,5,61,sample description sorry,199
3,4,615,sample description sorry,259
7,2,482,sample description sorry,375
7,2,326,sample description sorry,686
1,2,1000,sample description sorry,653
3,7,646,sample description sorry,292
10,4,295,sample description sorry,133
10,7,30,sample description sorry,430
9,2,231,sample description sorry,691
1,5,939,sample description sorry,241
1,5,908,sample description sorry,314
7,7,585,sample description sorry,506
6,7,619,sample description sorry,128
9,6,425,sample description sorry,407
2,6,143,sample description sorry,604
8,7,332,sample description sorry,39
1,2,246,sample description sorry,130
9,6,161,sample description sorry,614
1,1,594,sample description sorry,696
7,2,156,sample description sorry,632
10,7,627,sample description sorry,342
1,3,537,sample description sorry,66
11,3,247,sample description sorry,565
7,4,728,sample description sorry,318
6,7,752,sample description sorry,81
1,6,469,sample description sorry,374
9,1,281,sample description sorry,587
7,1,894,sample description sorry,285
10,2,668,sample description sorry,146
1,7,476,sample description sorry,537
1,2,931,sample description sorry,329
7,4,855,sample description sorry,157
9,7,490,sample description sorry,558
7,4,123,sample description sorry,413
8,3,893,sample description sorry,673
9,3,833,sample description sorry,582
2,2,779,sample description sorry,454
10,5,542,sample description sorry,206
1,5,611,sample description sorry,37
6,3,938,sample description sorry,436
2,1,933,sample description sorry,39
3,3,165,sample description sorry,255
3,6,835,sample description sorry,84
10,1,416,sample description sorry,35
10,2,419,sample description sorry,200
5,6,953,sample description sorry,619
4,2,994,sample description sorry,391
3,7,674,sample description sorry,590
10,5,94,sample description sorry,402
10,5,587,sample description sorry,445
2,5,15,sample description sorry,504
11,2,787,sample description sorry,58
9,3,108,sample description sorry,381
8,3,726,sample description sorry,328
7,2,264,sample description sorry,275
3,4,597,sample description sorry,550
8,1,92,sample description sorry,621
11,1,401,sample description sorry,181
1,1,19,sample description sorry,244
1,3,759,sample description sorry,690
8,1,927,sample description sorry,317
9,2,832,sample description sorry,279
5,5,682,sample description sorry,328
2,5,37,sample description sorry,665
4,6,444,sample description sorry,266
5,6,911,sample description sorry,690
7,1,320,sample description sorry,354
10,5,735,sample description sorry,172
3,3,394,sample description sorry,625
10,5,385,sample description sorry,518
4,6,854,sample description sorry,512
6,5,947,sample description sorry,362
6,3,596,sample description sorry,699
8,2,12,sample description sorry,372
11,7,750,sample description sorry,463
11,7,247,sample description sorry,213
7,4,955,sample description sorry,684
2,1,851,sample description sorry,435
11,2,361,sample description sorry,636
3,7,899,sample description sorry,692
7,2,909,sample description sorry,427
2,2,510,sample description sorry,602
11,1,478,sample description sorry,231
1,6,772,sample description sorry,606
4,4,763,sample description sorry,544
10,5,425,sample description sorry,158
10,2,563,sample description sorry,473
7,6,109,sample description sorry,533
10,6,876,sample description sorry,135
4,4,948,sample description sorry,149
2,3,375,sample description sorry,504
8,4,971,sample description sorry,431
10,4,965,sample description sorry,508
7,7,571,sample description sorry,402
1,5,504,sample description sorry,492
10,7,166,sample description sorry,6
9,2,283,sample description sorry,554
2,5,986,sample description sorry,49
3,4,352,sample description sorry,318
11,6,100,sample description sorry,47
5,6,992,sample description sorry,275
4,7,571,sample description sorry,646
7,3,905,sample description sorry,126
9,1,703,sample description sorry,199
4,1,464,sample description sorry,650
6,1,605,sample description sorry,8
2,3,487,sample description sorry,442
1,1,367,sample description sorry,300
1,2,907,sample description sorry,634
11,6,226,sample description sorry,496
8,4,909,sample description sorry,422
11,1,975,sample description sorry,346
11,2,591,sample description sorry,374
8,4,810,sample description sorry,441
10,7,499,sample description sorry,232
2,2,676,sample description sorry,609
4,3,134,sample description sorry,50
11,5,819,sample description sorry,346
5,1,371,sample description sorry,231
11,3,270,sample description sorry,8
2,6,162,sample description sorry,311
9,5,135,sample description sorry,362
7,1,23,sample description sorry,310
3,6,727,sample description sorry,483
8,3,702,sample description sorry,398
7,5,88,sample description sorry,348
5,4,63,sample description sorry,8
3,2,909,sample description sorry,479
5,7,399,sample description sorry,205
10,1,460,sample description sorry,186
11,2,839,sample description sorry,486
6,2,161,sample description sorry,541
9,4,1010,sample description sorry,431
8,6,82,sample description sorry,664
6,5,442,sample description sorry,676
1,4,47,sample description sorry,134
6,1,637,sample description sorry,667
3,2,692,sample description sorry,313
3,3,418,sample description sorry,652
6,4,766,sample description sorry,491
10,1,971,sample description sorry,435
9,4,846,sample description sorry,656
11,4,399,sample description sorry,659
9,1,782,sample description sorry,641
3,4,461,sample description sorry,664
9,7,152,sample description sorry,636
5,4,635,sample description sorry,214
6,2,638,sample description sorry,461
11,4,943,sample description sorry,10
2,6,618,sample description sorry,531
5,1,1000,sample description sorry,123
9,7,650,sample description sorry,53
7,7,1010,sample description sorry,556
8,2,483,sample description sorry,133
11,1,253,sample description sorry,77
1,2,903,sample description sorry,472
6,4,673,sample description sorry,178
11,5,307,sample description sorry,17
8,2,181,sample description sorry,257
7,2,93,sample description sorry,527
1,5,944,sample description sorry,396
11,5,44,sample description sorry,238
9,4,772,sample description sorry,90
9,6,972,sample description sorry,18
6,4,389,sample description sorry,202
3,5,895,sample description sorry,550
6,7,774,sample description sorry,200
11,1,914,sample description sorry,538
11,6,874,sample description sorry,449
11,1,281,sample description sorry,467
5,4,439,sample description sorry,568
5,7,35,sample description sorry,577
6,2,181,sample description sorry,693
5,4,1003,sample description sorry,433
8,2,438,sample description sorry,638
2,1,634,sample description sorry,175
8,2,774,sample description sorry,221
2,3,114,sample description sorry,470
1,4,337,sample description sorry,449
5,2,679,sample description sorry,460
2,4,405,sample description sorry,601
9,4,711,sample description sorry,277
7,3,351,sample description sorry,90
3,5,623,sample description sorry,119
5,1,837,sample description sorry,342
10,4,709,sample description sorry,567
3,7,526,sample description sorry,470
9,6,801,sample description sorry,109
11,3,601,sample description sorry,269
5,2,19,sample description sorry,582
2,7,828,sample description sorry,257
4,1,470,sample description sorry,653
2,6,299,sample description sorry,341
10,7,393,sample description sorry,360
7,2,247,sample description sorry,56
1,3,542,sample description sorry,539
10,2,445,sample description sorry,119
9,3,262,sample description sorry,80
5,2,858,sample description sorry,690
10,2,206,sample description sorry,186
4,5,146,sample description sorry,641
5,1,467,sample description sorry,292
7,1,319,sample description sorry,15
2,2,130,sample description sorry,464
6,5,714,sample description sorry,583
7,2,107,sample description sorry,305
1,2,711,sample description sorry,317
6,4,1014,sample description sorry,42
4,7,958,sample description sorry,78
5,4,752,sample description sorry,199
3,4,246,sample description sorry,658
7,2,763,sample description sorry,578
11,1,679,sample description sorry,152
1,2,852,sample description sorry,343
9,6,553,sample description sorry,422
8,7,379,sample description sorry,690
4,3,627,sample description sorry,618
11,5,452,sample description sorry,235
9,3,628,sample description sorry,555
2,5,843,sample description sorry,374
1,4,251,sample description sorry,72
1,3,894,sample description sorry,235
7,4,142,sample description sorry,188
9,5,735,sample description sorry,526
4,5,818,sample description sorry,270
11,3,200,sample description sorry,147
5,1,407,sample description sorry,578
4,3,959,sample description sorry,563
5,3,630,sample description sorry,470
3,1,864,sample description sorry,536
2,3,203,sample description sorry,88
5,6,334,sample description sorry,504
4,6,317,sample description sorry,172
11,6,770,sample description sorry,434
10,7,100,sample description sorry,471
5,1,960,sample description sorry,386
7,5,84,sample description sorry,134
3,4,246,sample description sorry,428
5,3,773,sample description sorry,657
6,3,522,sample description sorry,534
7,5,219,sample description sorry,301
10,4,469,sample description sorry,87
7,2,130,sample description sorry,226
5,4,451,sample description sorry,43
4,7,36,sample description sorry,213
7,6,8,sample description sorry,311
9,7,270,sample description sorry,261
8,6,735,sample description sorry,485
1,1,503,sample description sorry,14
6,1,761,sample description sorry,53
3,5,963,sample description sorry,692
4,5,665,sample description sorry,640
5,6,90,sample description sorry,375
11,2,435,sample description sorry,473
4,7,670,sample description sorry,144
4,1,273,sample description sorry,174
2,3,614,sample description sorry,375
11,2,694,sample description sorry,413
5,5,772,sample description sorry,15
5,1,288,sample description sorry,172
6,2,121,sample description sorry,242
10,6,740,sample description sorry,345
10,5,608,sample description sorry,391
6,1,88,sample description sorry,538
8,5,1012,sample description sorry,628
8,3,189,sample description sorry,336
2,6,272,sample description sorry,140
3,5,806,sample description sorry,328
3,4,442,sample description sorry,346
8,2,395,sample description sorry,147
11,4,93,sample description sorry,168
11,6,301,sample description sorry,386
6,1,676,sample description sorry,572
2,3,563,sample description sorry,278
7,1,492,sample description sorry,527
1,7,179,sample description sorry,105
6,1,61,sample description sorry,553
2,4,709,sample description sorry,588
2,5,306,sample description sorry,421
5,3,252,sample description sorry,573
9,1,168,sample description sorry,700
3,5,946,sample description sorry,7
6,1,613,sample description sorry,517
5,4,19,sample description sorry,127
2,2,54,sample description sorry,213
10,3,541,sample description sorry,466
5,4,158,sample description sorry,205
1,3,625,sample description sorry,277
3,7,354,sample description sorry,557
6,1,743,sample description sorry,109
7,5,864,sample description sorry,77
5,7,1006,sample description sorry,305
6,2,563,sample description sorry,140
10,1,805,sample description sorry,676
4,1,174,sample description sorry,419
11,2,341,sample description sorry,684
5,6,551,sample description sorry,584
9,2,111,sample description sorry,223
10,1,735,sample description sorry,97
8,6,743,sample description sorry,393
6,1,530,sample description sorry,95
10,7,653,sample description sorry,640
11,6,609,sample description sorry,262
8,4,704,sample description sorry,672
3,4,578,sample description sorry,476
8,4,462,sample description sorry,593
1,6,206,sample description sorry,502
3,2,550,sample description sorry,340
9,4,866,sample description sorry,529
1,3,813,sample description sorry,540
5,7,555,sample description sorry,377
10,4,730,sample description sorry,214
8,4,1006,sample description sorry,402
4,5,21,sample description sorry,238
4,2,224,sample description sorry,528
11,6,358,sample description sorry,456
8,1,47,sample description sorry,412
8,1,594,sample description sorry,281
4,3,1004,sample description sorry,402
1,5,73,sample description sorry,298
7,6,897,sample description sorry,61
7,5,415,sample description sorry,297
2,4,471,sample description sorry,449
8,6,939,sample description sorry,342
3,6,511,sample description sorry,184
1,1,317,sample description sorry,165
6,6,40,sample description sorry,315
7,1,821,sample description sorry,631
7,3,638,sample description sorry,48
4,7,136,sample description sorry,524
10,2,667,sample description sorry,83
8,1,46,sample description sorry,462
10,3,647,sample description sorry,622
11,3,808,sample description sorry,246
4,5,581,sample description sorry,457
10,7,707,sample description sorry,364
2,1,292,sample description sorry,377
5,7,82,sample description sorry,137
5,6,206,sample description sorry,618
6,4,521,sample description sorry,285
11,4,326,sample description sorry,569
8,2,846,sample description sorry,354
3,5,704,sample description sorry,640
6,4,535,sample description sorry,146
3,3,889,sample description sorry,13
2,5,686,sample description sorry,85
6,4,303,sample description sorry,539
2,6,656,sample description sorry,100
3,6,908,sample description sorry,581
11,5,142,sample description sorry,603
3,5,669,sample description sorry,663
9,6,583,sample description sorry,234
10,2,512,sample description sorry,391
7,5,455,sample description sorry,494
4,5,951,sample description sorry,171
5,2,952,sample description sorry,663
11,1,905,sample description sorry,596
2,6,568,sample description sorry,35
11,6,612,sample description sorry,225
2,6,898,sample description sorry,513
8,4,435,sample description sorry,298
2,5,418,sample description sorry,283
1,3,785,sample description sorry,43
5,6,9,sample description sorry,413
7,3,34,sample description sorry,58
4,6,868,sample description sorry,450
11,7,729,sample description sorry,50
11,1,258,sample description sorry,231
6,3,818,sample description sorry,65
7,2,308,sample description sorry,455
11,3,20,sample description sorry,329
4,3,562,sample description sorry,261
2,6,310,sample description sorry,200
3,7,989,sample description sorry,651
2,7,494,sample description sorry,21
3,3,605,sample description sorry,523
6,5,453,sample description sorry,155
2,2,578,sample description sorry,324
4,6,771,sample description sorry,191
1,3,622,sample description sorry,78
9,4,579,sample description sorry,536
5,2,870,sample description sorry,481
8,3,629,sample description sorry,433
7,4,760,sample description sorry,586
9,5,905,sample description sorry,616
3,6,72,sample description sorry,417
1,1,513,sample description sorry,220
10,6,950,sample description sorry,454
4,2,132,sample description sorry,87
10,4,349,sample description sorry,377
8,2,363,sample description sorry,667
6,6,746,sample description sorry,166
5,5,216,sample description sorry,379
9,2,986,sample description sorry,581
1,6,492,sample description sorry,61
9,5,370,sample description sorry,137
2,2,589,sample description sorry,32
3,2,528,sample description sorry,655
10,7,379,sample description sorry,257
4,3,596,sample description sorry,368
9,2,455,sample description sorry,535
3,5,176,sample description sorry,406
10,5,76,sample description sorry,490
4,1,460,sample description sorry,700
6,4,109,sample description sorry,423
2,1,814,sample description sorry,296
11,1,304,sample description sorry,579
2,7,72,sample description sorry,464
8,1,111,sample description sorry,45
8,3,475,sample description sorry,17
1,2,6,sample description sorry,328
2,3,217,sample description sorry,476
4,5,929,sample description sorry,490
10,1,310,sample description sorry,13
4,7,582,sample description sorry,596
9,4,997,sample description sorry,180
10,5,154,sample description sorry,545
4,4,91,sample description sorry,417
9,6,1,sample description sorry,212
10,5,639,sample description sorry,50
11,5,375,sample description sorry,621
9,1,597,sample description sorry,72
11,1,995,sample description sorry,689
8,5,901,sample description sorry,634
4,5,357,sample description sorry,236
3,6,424,sample description sorry,562
3,5,849,sample description sorry,334
7,4,745,sample description sorry,309
5,4,688,sample description sorry,356
8,6,1003,sample description sorry,199
1,6,72,sample description sorry,692
9,4,857,sample description sorry,22
1,3,347,sample description sorry,462
10,5,154,sample description sorry,526
8,4,694,sample description sorry,65
6,4,766,sample description sorry,152
4,2,33,sample description sorry,598
9,6,649,sample description sorry,333
9,5,525,sample description sorry,194
8,2,709,sample description sorry,583
1,7,219,sample description sorry,539
11,6,985,sample description sorry,254
5,5,191,sample description sorry,519
2,7,395,sample description sorry,264
6,4,771,sample description sorry,557
8,6,886,sample description sorry,503
2,4,537,sample description sorry,474
6,2,700,sample description sorry,438
10,5,326,sample description sorry,390
5,2,386,sample description sorry,37
6,4,466,sample description sorry,428
10,7,268,sample description sorry,384
6,2,926,sample description sorry,382
2,7,533,sample description sorry,343
1,3,937,sample description sorry,162
9,7,618,sample description sorry,667
6,2,258,sample description sorry,64
6,1,512,sample description sorry,353
6,1,920,sample description sorry,337
4,2,693,sample description sorry,633
10,7,205,sample description sorry,224
11,2,625,sample description sorry,118
11,7,817,sample description sorry,300
8,2,69,sample description sorry,96
7,4,42,sample description sorry,138
3,1,171,sample description sorry,248
9,7,278,sample description sorry,160
10,3,702,sample description sorry,353
1,2,639,sample description sorry,564
9,3,176,sample description sorry,383
3,5,943,sample description sorry,484
10,7,518,sample description sorry,521
2,6,405,sample description sorry,398
7,1,293,sample description sorry,63
8,7,909,sample description sorry,437
8,1,439,sample description sorry,225
3,4,229,sample description sorry,454
1,4,401,sample description sorry,152
7,1,905,sample description sorry,261
3,3,159,sample description sorry,357
1,3,685,sample description sorry,608
8,6,525,sample description sorry,384
1,2,181,sample description sorry,660
4,4,692,sample description sorry,115
1,7,626,sample description sorry,52
11,1,995,sample description sorry,589
7,6,481,sample description sorry,634
5,6,54,sample description sorry,270
7,5,267,sample description sorry,678
8,4,740,sample description sorry,610
4,7,800,sample description sorry,128
10,4,591,sample description sorry,185
8,4,705,sample description sorry,253
10,3,449,sample description sorry,43
4,1,1009,sample description sorry,657
11,1,704,sample description sorry,128
4,6,816,sample description sorry,206
2,6,598,sample description sorry,414
6,1,262,sample description sorry,231
5,3,164,sample description sorry,422
9,5,759,sample description sorry,175
9,5,124,sample description sorry,514
7,2,674,sample description sorry,569
11,6,3,sample description sorry,47
2,6,465,sample description sorry,94
8,3,356,sample description sorry,616
5,5,817,sample description sorry,232
8,1,47,sample description sorry,253
4,1,413,sample description sorry,19
7,4,578,sample description sorry,155
2,7,508,sample description sorry,649
7,4,97,sample description sorry,177
10,3,55,sample description sorry,197
8,4,910,sample description sorry,220
1,6,233,sample description sorry,231
6,5,319,sample description sorry,662
6,6,212,sample description sorry,276
9,3,125,sample description sorry,544
5,7,230,sample description sorry,467
8,1,816,sample description sorry,512
1,6,688,sample description sorry,244
4,4,603,sample description sorry,506
4,6,687,sample description sorry,662
8,7,513,sample description sorry,30
2,1,39,sample description sorry,144
1,1,427,sample description sorry,234
3,1,678,sample description sorry,195
1,7,639,sample description sorry,271
9,3,646,sample description sorry,628
8,3,597,sample description sorry,6
10,3,667,sample description sorry,315
9,5,538,sample description sorry,158
7,2,853,sample description sorry,547
8,2,356,sample description sorry,169
6,5,3,sample description sorry,43
7,6,711,sample description sorry,609
4,7,505,sample description sorry,210
8,2,382,sample description sorry,364
1,3,23,sample description sorry,519
4,4,633,sample description sorry,638
6,3,467,sample description sorry,48
2,6,451,sample description sorry,265
9,5,545,sample description sorry,65
8,1,309,sample description sorry,145
4,4,17,sample description sorry,476
4,2,534,sample description sorry,593
8,6,991,sample description sorry,537
9,6,733,sample description sorry,301
10,7,779,sample description sorry,52
5,7,982,sample description sorry,151
7,3,244,sample description sorry,282
7,2,534,sample description sorry,102
6,4,297,sample description sorry,115
10,1,88,sample description sorry,42
9,1,517,sample description sorry,621
6,5,854,sample description sorry,434
5,3,999,sample description sorry,464
10,4,654,sample description sorry,442
9,7,1009,sample description sorry,239
8,2,1009,sample description sorry,25
1,7,876,sample description sorry,260
6,1,239,sample description sorry,128
1,5,908,sample description sorry,288
2,2,506,sample description sorry,641
11,7,512,sample description sorry,217
7,7,544,sample description sorry,181
9,5,645,sample description sorry,96
3,7,964,sample description sorry,229
11,2,533,sample description sorry,3
8,1,395,sample description sorry,499
4,4,803,sample description sorry,406
8,4,880,sample description sorry,5
7,2,536,sample description sorry,188
11,4,272,sample description sorry,69
3,5,532,sample description sorry,683
11,6,496,sample description sorry,568
1,6,336,sample description sorry,187
10,2,930,sample description sorry,173
1,1,767,sample description sorry,327
2,3,232,sample description sorry,289
9,4,378,sample description sorry,508
8,1,110,sample description sorry,642
4,6,82,sample description sorry,510
5,7,915,sample description sorry,109
3,5,369,sample description sorry,271
3,3,652,sample description sorry,667
3,4,215,sample description sorry,632
5,4,753,sample description sorry,166
3,3,48,sample description sorry,113
3,5,445,sample description sorry,125
4,2,36,sample description sorry,396
10,3,402,sample description sorry,458
11,4,292,sample description sorry,259
11,2,125,sample description sorry,278
1,4,421,sample description sorry,645
8,7,899,sample description sorry,560
3,1,9,sample description sorry,697
5,5,892,sample description sorry,490
5,5,687,sample description sorry,172
5,3,831,sample description sorry,574
10,2,686,sample description sorry,489
9,5,865,sample description sorry,563
6,1,668,sample description sorry,102
4,4,108,sample description sorry,242
7,3,877,sample description sorry,179
3,7,800,sample description sorry,632
3,5,284,sample description sorry,688
7,5,730,sample description sorry,43
10,2,835,sample description sorry,40
7,7,302,sample description sorry,304
6,2,802,sample description sorry,44
2,3,679,sample description sorry,432
2,2,37,sample description sorry,125
3,3,912,sample description sorry,296
3,2,466,sample description sorry,8
2,5,68,sample description sorry,233
9,5,194,sample description sorry,466
3,2,390,sample description sorry,43
3,7,249,sample description sorry,384
6,4,1004,sample description sorry,101
5,1,782,sample description sorry,345
9,6,994,sample description sorry,34
4,4,176,sample description sorry,199
11,6,915,sample description sorry,585
8,4,770,sample description sorry,627
2,7,2,sample description sorry,475
3,1,1009,sample description sorry,364
7,6,145,sample description sorry,660
1,2,549,sample description sorry,388
10,6,681,sample description sorry,141
10,4,359,sample description sorry,11
11,2,331,sample description sorry,624
8,4,281,sample description sorry,236
11,1,65,sample description sorry,149
3,4,93,sample description sorry,599
6,7,23,sample description sorry,533
7,3,453,sample description sorry,3
5,6,923,sample description sorry,118
11,5,796,sample description sorry,104
3,1,337,sample description sorry,598
5,6,209,sample description sorry,605
10,7,679,sample description sorry,143
8,1,413,sample description sorry,188
1,6,774,sample description sorry,407
4,1,840,sample description sorry,373
3,7,208,sample description sorry,376
10,7,95,sample description sorry,460
3,7,21,sample description sorry,438
5,7,570,sample description sorry,363
3,3,409,sample description sorry,151
8,1,328,sample description sorry,319
11,1,363,sample description sorry,694
9,4,285,sample description sorry,683
2,4,482,sample description sorry,242
7,4,310,sample description sorry,192
10,1,728,sample description sorry,37
7,3,946,sample description sorry,367
8,3,911,sample description sorry,529
11,5,425,sample description sorry,95
10,6,574,sample description sorry,576
8,2,720,sample description sorry,409
8,4,222,sample description sorry,575
9,3,302,sample description sorry,468
10,3,289,sample description sorry,146
5,7,875,sample description sorry,61
11,4,630,sample description sorry,34
2,7,593,sample description sorry,634
6,7,398,sample description sorry,139
11,7,855,sample description sorry,458
9,6,941,sample description sorry,489
5,7,1001,sample description sorry,240
3,5,933,sample description sorry,292
7,7,356,sample description sorry,45
11,2,19,sample description sorry,618
11,6,496,sample description sorry,462
5,1,956,sample description sorry,618
6,4,742,sample description sorry,660
3,2,463,sample description sorry,308
5,6,943,sample description sorry,264
2,3,315,sample description sorry,551
10,2,523,sample description sorry,294
4,5,524,sample description sorry,481
10,6,160,sample description sorry,579
2,7,96,sample description sorry,470
7,1,883,sample description sorry,680
1,5,241,sample description sorry,209
11,2,245,sample description sorry,456
11,1,801,sample description sorry,442
8,3,25,sample description sorry,470
4,2,908,sample description sorry,424
5,2,524,sample description sorry,124
8,6,557,sample description sorry,581
8,3,280,sample description sorry,300
3,6,59,sample description sorry,483
7,3,418,sample description sorry,321
7,4,390,sample description sorry,269
9,3,719,sample description sorry,520
4,4,11,sample description sorry,611
5,7,192,sample description sorry,610
10,5,77,sample description sorry,58
8,3,465,sample description sorry,691
2,5,342,sample description sorry,550
8,7,399,sample description sorry,17
4,3,117,sample description sorry,45
9,1,333,sample description sorry,651
10,5,919,sample description sorry,523
4,1,502,sample description sorry,129
8,6,700,sample description sorry,602
10,5,594,sample description sorry,448
1,7,609,sample description sorry,688
6,2,600,sample description sorry,5
5,2,630,sample description sorry,381
8,1,923,sample description sorry,579
2,1,507,sample description sorry,487
5,3,567,sample description sorry,82
2,2,811,sample description sorry,436
11,4,199,sample description sorry,337
5,1,528,sample description sorry,295
8,4,207,sample description sorry,286
8,6,796,sample description sorry,332
4,7,970,sample description sorry,430
2,7,396,sample description sorry,656
5,4,963,sample description sorry,399
2,4,382,sample description sorry,143
11,3,33,sample description sorry,54
8,6,908,sample description sorry,340
11,4,224,sample description sorry,472
6,4,256,sample description sorry,123
6,1,1005,sample description sorry,540
9,5,653,sample description sorry,506
3,5,552,sample description sorry,611
7,6,486,sample description sorry,254
7,6,4,sample description sorry,447
8,5,440,sample description sorry,551
9,3,176,sample description sorry,189
6,1,620,sample description sorry,223
8,6,795,sample description sorry,389
5,5,321,sample description sorry,187
3,4,821,sample description sorry,521
9,4,745,sample description sorry,423
4,6,8,sample description sorry,98
9,3,689,sample description sorry,629
2,7,869,sample description sorry,463
1,2,635,sample description sorry,544
8,7,29,sample description sorry,146
9,4,672,sample description sorry,376
2,4,784,sample description sorry,210
5,7,946,sample description sorry,594
1,2,136,sample description sorry,502
4,4,946,sample description sorry,117
2,3,239,sample description sorry,292
6,1,279,sample description sorry,117
5,6,568,sample description sorry,318
10,1,964,sample description sorry,376
11,6,807,sample description sorry,54
5,4,950,sample description sorry,646
8,5,21,sample description sorry,283
11,3,459,sample description sorry,19
5,7,231,sample description sorry,584
10,5,445,sample description sorry,522
10,6,656,sample description sorry,263
9,2,642,sample description sorry,239
3,6,161,sample description sorry,600
2,5,827,sample description sorry,121
3,4,384,sample description sorry,101
10,4,686,sample description sorry,360
6,3,796,sample description sorry,171
